osmid,y,x,street_count,accident_count,highway,ref,geometry
42978251,40.612642,-74.128382,3,1,,,POINT (-74.128382 40.612642)
42978254,40.612768,-74.126871,3,0,,,POINT (-74.126871 40.612768)
42978258,40.612953,-74.124636,3,0,,,POINT (-74.124636 40.612953)
42978263,40.612988,-74.124075,3,0,,,POINT (-74.124075 40.612988)
42978268,40.613165,-74.121404,4,1,,,POINT (-74.121404 40.613165)
42978272,40.613224,-74.120662,3,0,,,POINT (-74.120662 40.613224)
42978274,40.613242,-74.120445,3,0,,,POINT (-74.120445 40.613242)
42978277,40.6133438,-74.1191661,3,0,,,POINT (-74.1191661 40.6133438)
42978286,40.613416,-74.118284,3,0,,,POINT (-74.118284 40.613416)
42978289,40.6135282,-74.1168493,4,6,traffic_signals,,POINT (-74.1168493 40.6135282)
42978293,40.613662,-74.115132,3,0,,,POINT (-74.115132 40.613662)
42978298,40.6138175,-74.1133765,3,0,traffic_signals,,POINT (-74.1133765 40.6138175)
42978304,40.614546,-74.109357,3,1,,,POINT (-74.109357 40.614546)
42978312,40.6150623,-74.10705,3,1,traffic_signals,,POINT (-74.10705 40.6150623)
42978363,40.6243354,-74.0939555,3,0,traffic_signals,,POINT (-74.0939555 40.6243354)
42978374,40.626546,-74.091581,3,2,traffic_signals,,POINT (-74.091581 40.626546)
42978378,40.6302948,-74.0889052,3,2,traffic_signals,,POINT (-74.0889052 40.6302948)
42978380,40.6310876,-74.0880822,3,1,traffic_signals,,POINT (-74.0880822 40.6310876)
42978384,40.6316497,-74.087629,3,0,,,POINT (-74.087629 40.6316497)
42978389,40.6339686,-74.0857506,4,4,traffic_signals,,POINT (-74.0857506 40.6339686)
42978400,40.6357403,-74.0837371,3,1,traffic_signals,,POINT (-74.0837371 40.6357403)
42978403,40.6360307,-74.0830221,3,0,,,POINT (-74.0830221 40.6360307)
42978415,40.6381101,-74.0779345,4,3,traffic_signals,,POINT (-74.0779345 40.6381101)
42978418,40.6378059,-74.0752895,3,0,,,POINT (-74.0752895 40.6378059)
42978439,40.595376,-74.069705,3,0,,,POINT (-74.069705 40.595376)
42978445,40.644028,-74.081942,3,0,,,POINT (-74.081942 40.644028)
42978452,40.643842,-74.080594,3,0,,,POINT (-74.080594 40.643842)
42978462,40.641944,-74.079122,3,1,,,POINT (-74.079122 40.641944)
42978509,40.562903,-74.09905,3,0,,,POINT (-74.09905 40.562903)
42978515,40.5075992,-74.2520776,3,0,,,POINT (-74.2520776 40.5075992)
42978517,40.506917,-74.252172,3,0,,,POINT (-74.252172 40.506917)
42978521,40.5056419,-74.2523258,4,0,,,POINT (-74.2523258 40.5056419)
42978523,40.502885,-74.2513597,3,0,,,POINT (-74.2513597 40.502885)
42978537,40.514673,-74.2410323,4,0,,,POINT (-74.2410323 40.514673)
42978538,40.514069,-74.241755,4,0,,,POINT (-74.241755 40.514069)
42978540,40.5134,-74.2425572,4,0,,,POINT (-74.2425572 40.5134)
42978543,40.512347,-74.244343,4,0,,,POINT (-74.244343 40.512347)
42978546,40.5118003,-74.2453205,4,0,,,POINT (-74.2453205 40.5118003)
42978548,40.511072,-74.246683,4,1,,,POINT (-74.246683 40.511072)
42978557,40.5105281,-74.2482837,4,0,,,POINT (-74.2482837 40.5105281)
42978560,40.5100633,-74.2493686,4,0,,,POINT (-74.2493686 40.5100633)
42978564,40.5095886,-74.2502694,4,0,,,POINT (-74.2502694 40.5095886)
42978570,40.5089483,-74.2512032,3,0,,,POINT (-74.2512032 40.5089483)
42978584,40.62393,-74.13725,3,0,,,POINT (-74.13725 40.62393)
42978587,40.623467,-74.136394,3,0,,,POINT (-74.136394 40.623467)
42978597,40.622524,-74.134715,3,0,,,POINT (-74.134715 40.622524)
42978610,40.6305889,-74.1058989,3,0,,,POINT (-74.1058989 40.6305889)
42978613,40.6301982,-74.10584,3,0,,,POINT (-74.10584 40.6301982)
42978619,40.62993,-74.105774,3,0,,,POINT (-74.105774 40.62993)
42978623,40.62919,-74.105578,3,0,,,POINT (-74.105578 40.62919)
42978628,40.628104,-74.105292,3,0,,,POINT (-74.105292 40.628104)
42978632,40.627878,-74.105241,3,0,,,POINT (-74.105241 40.627878)
42978635,40.627178,-74.105063,3,0,,,POINT (-74.105063 40.627178)
42978637,40.626496,-74.10491,3,0,,,POINT (-74.10491 40.626496)
42978639,40.626207,-74.104844,3,0,,,POINT (-74.104844 40.626207)
42978644,40.625805,-74.104749,3,0,,,POINT (-74.104749 40.625805)
42978649,40.625098,-74.104588,3,1,,,POINT (-74.104588 40.625098)
42978652,40.6244186,-74.1044357,3,0,,,POINT (-74.1044357 40.6244186)
42978659,40.6236897,-74.1042577,3,0,,,POINT (-74.1042577 40.6236897)
42978667,40.6223294,-74.1056573,3,0,,,POINT (-74.1056573 40.6223294)
42978671,40.621531,-74.107585,3,0,,,POINT (-74.107585 40.621531)
42978674,40.62126,-74.108435,3,0,,,POINT (-74.108435 40.62126)
42978698,40.6451402,-74.1087173,4,3,traffic_signals,,POINT (-74.1087173 40.6451402)
42978702,40.643109,-74.108299,3,0,,,POINT (-74.108299 40.643109)
42978704,40.6418138,-74.1080334,3,0,,,POINT (-74.1080334 40.6418138)
42978713,40.640214,-74.10769,3,0,,,POINT (-74.10769 40.640214)
42978715,40.63854,-74.107337,4,0,traffic_signals,,POINT (-74.107337 40.63854)
42978716,40.63795,-74.107214,3,0,,,POINT (-74.107214 40.63795)
42978717,40.637405,-74.107101,3,0,,,POINT (-74.107101 40.637405)
42978719,40.637194,-74.107055,3,0,,,POINT (-74.107055 40.637194)
42978723,40.6347033,-74.1065371,4,0,traffic_signals,,POINT (-74.1065371 40.6347033)
42978729,40.6328309,-74.1061552,3,1,,,POINT (-74.1061552 40.6328309)
42978735,40.632022,-74.105984,4,0,,,POINT (-74.105984 40.632022)
42978747,40.5776662,-74.1292258,4,0,,,POINT (-74.1292258 40.5776662)
42978750,40.576908,-74.131545,3,0,,,POINT (-74.131545 40.576908)
42978753,40.5764294,-74.1330417,1,0,,,POINT (-74.1330417 40.5764294)
42978757,40.575919,-74.136935,3,0,,,POINT (-74.136935 40.575919)
42978760,40.5756718,-74.1391335,1,0,,,POINT (-74.1391335 40.5756718)
42978774,40.531737,-74.1630568,4,0,,,POINT (-74.1630568 40.531737)
42978778,40.53106,-74.164645,3,0,,,POINT (-74.164645 40.53106)
42978782,40.531034,-74.164842,3,0,,,POINT (-74.164842 40.531034)
42978865,40.62929,-74.111171,3,0,,,POINT (-74.111171 40.62929)
42978867,40.629336,-74.110374,1,0,,,POINT (-74.110374 40.629336)
42978893,40.558336,-74.144218,3,0,,,POINT (-74.144218 40.558336)
42978907,40.559716,-74.145653,3,0,,,POINT (-74.145653 40.559716)
42978918,40.560851,-74.146828,3,0,,,POINT (-74.146828 40.560851)
42978924,40.561199,-74.14717,3,0,,,POINT (-74.14717 40.561199)
42978945,40.564825,-74.150925,3,0,,,POINT (-74.150925 40.564825)
42978948,40.566776,-74.152956,3,1,traffic_signals,,POINT (-74.152956 40.566776)
42978973,40.5913307,-74.0675135,4,1,,,POINT (-74.0675135 40.5913307)
42978982,40.5897226,-74.0689407,1,0,,,POINT (-74.0689407 40.5897226)
42978989,40.5880863,-74.0710702,1,0,,,POINT (-74.0710702 40.5880863)
42978998,40.5788786,-74.0789152,3,0,,,POINT (-74.0789152 40.5788786)
42979002,40.57825,-74.079544,4,0,,,POINT (-74.079544 40.57825)
42979005,40.577217,-74.081103,3,0,,,POINT (-74.081103 40.577217)
42979010,40.6209519,-74.150711,3,0,,,POINT (-74.150711 40.6209519)
42979013,40.6213464,-74.1513092,3,0,,,POINT (-74.1513092 40.6213464)
42979022,40.6206801,-74.1504187,1,0,,,POINT (-74.1504187 40.6206801)
42979041,40.576,-74.1256589,4,0,traffic_signals,,POINT (-74.1256589 40.576)
42979045,40.576821,-74.1254462,4,0,,,POINT (-74.1254462 40.576821)
42979062,40.5142982,-74.1993876,1,0,,,POINT (-74.1993876 40.5142982)
42979067,40.639618,-74.102166,3,0,,,POINT (-74.102166 40.639618)
42979070,40.638579,-74.101967,3,0,,,POINT (-74.101967 40.638579)
42979085,40.5259176,-74.2001179,1,0,,,POINT (-74.2001179 40.5259176)
42979092,40.525413,-74.200965,3,0,,,POINT (-74.200965 40.525413)
42979149,40.6101166,-74.1008036,3,1,,,POINT (-74.1008036 40.6101166)
42979155,40.6101826,-74.0993525,3,0,,,POINT (-74.0993525 40.6101826)
42979163,40.61472,-74.103789,3,0,,,POINT (-74.103789 40.61472)
42979170,40.629949,-74.125678,3,0,,,POINT (-74.125678 40.629949)
42979177,40.629218,-74.125156,3,0,,,POINT (-74.125156 40.629218)
42979180,40.62899,-74.124962,3,0,,,POINT (-74.124962 40.62899)
42979182,40.6286392,-74.1246838,4,1,,,POINT (-74.1246838 40.6286392)
42979186,40.62788,-74.124399,3,0,,,POINT (-74.124399 40.62788)
42979191,40.627212,-74.124248,3,0,,,POINT (-74.124248 40.627212)
42979205,40.62729,-74.123649,3,0,,,POINT (-74.123649 40.62729)
42979208,40.625375,-74.123255,3,0,,,POINT (-74.123255 40.625375)
42979217,40.5939658,-74.079989,3,0,,,POINT (-74.079989 40.5939658)
42979218,40.592994,-74.079363,3,0,,,POINT (-74.079363 40.592994)
42979223,40.572991,-74.136354,3,0,,,POINT (-74.136354 40.572991)
42979226,40.57374,-74.136519,3,0,,,POINT (-74.136519 40.57374)
42979229,40.574565,-74.13668,4,0,,,POINT (-74.13668 40.574565)
42979235,40.57523,-74.136805,4,0,,,POINT (-74.136805 40.57523)
42979245,40.6114317,-74.0600561,1,0,,,POINT (-74.0600561 40.6114317)
42979247,40.611094,-74.060836,3,0,,,POINT (-74.060836 40.611094)
42979273,40.552636,-74.1825,3,0,,,POINT (-74.1825 40.552636)
42979301,40.549288,-74.185891,4,0,,,POINT (-74.185891 40.549288)
42979304,40.547465,-74.187468,4,0,,,POINT (-74.187468 40.547465)
42979309,40.5457113,-74.1889762,1,0,,,POINT (-74.1889762 40.5457113)
42979316,40.544626,-74.192136,4,0,,,POINT (-74.192136 40.544626)
42979319,40.543896,-74.194794,4,0,,,POINT (-74.194794 40.543896)
42979323,40.543396,-74.196609,3,0,,,POINT (-74.196609 40.543396)
42979345,40.5432421,-74.1973107,5,4,traffic_signals,,POINT (-74.1973107 40.5432421)
42979372,40.543627,-74.196814,3,1,,,POINT (-74.196814 40.543627)
42979382,40.551906,-74.199105,3,0,,,POINT (-74.199105 40.551906)
42979387,40.6147338,-74.1216017,3,1,,,POINT (-74.1216017 40.6147338)
42979394,40.617995,-74.079497,4,2,,,POINT (-74.079497 40.617995)
42979399,40.613588,-74.082664,3,0,,,POINT (-74.082664 40.613588)
42979411,40.6138543,-74.1593856,1,0,,,POINT (-74.1593856 40.6138543)
42979419,40.614056,-74.160513,3,0,,,POINT (-74.160513 40.614056)
42979424,40.614174,-74.16122,3,0,,,POINT (-74.16122 40.614174)
42979427,40.614326,-74.162101,3,0,,,POINT (-74.162101 40.614326)
42979440,40.542943,-74.199529,3,0,,,POINT (-74.199529 40.542943)
42979442,40.5434851,-74.1997262,1,0,,,POINT (-74.1997262 40.5434851)
42979447,40.544935,-74.200404,3,0,,,POINT (-74.200404 40.544935)
42979451,40.545598,-74.200703,3,0,,,POINT (-74.200703 40.545598)
42979454,40.547218,-74.2014281,1,0,,,POINT (-74.2014281 40.547218)
42979457,40.542966,-74.199301,3,0,,,POINT (-74.199301 40.542966)
42979466,40.6019637,-74.09473,4,0,,,POINT (-74.09473 40.6019637)
42979468,40.600545,-74.095415,4,0,,,POINT (-74.095415 40.600545)
42979474,40.6395305,-74.0764503,3,0,,,POINT (-74.0764503 40.6395305)
42979482,40.626498,-74.160244,3,0,,,POINT (-74.160244 40.626498)
42979488,40.535925,-74.18083,3,0,traffic_signals,,POINT (-74.18083 40.535925)
42979493,40.5369954,-74.1796795,3,0,,,POINT (-74.1796795 40.5369954)
42979499,40.538703,-74.177906,3,0,,,POINT (-74.177906 40.538703)
42979519,40.539507,-74.177278,3,0,,,POINT (-74.177278 40.539507)
42979524,40.5398599,-74.1772292,3,0,,,POINT (-74.1772292 40.5398599)
42979606,40.540506,-74.1773093,3,0,stop,,POINT (-74.1773093 40.540506)
42979611,40.54113,-74.177368,3,1,,,POINT (-74.177368 40.54113)
42979650,40.542994,-74.177194,3,0,,,POINT (-74.177194 40.542994)
42979654,40.5437,-74.176909,3,0,,,POINT (-74.176909 40.5437)
42979657,40.5444918,-74.1765043,4,0,traffic_signals,,POINT (-74.1765043 40.5444918)
42979684,40.546714,-74.175088,3,0,,,POINT (-74.175088 40.546714)
42979687,40.547841,-74.174936,3,1,,,POINT (-74.174936 40.547841)
42979690,40.5489371,-74.174776,3,0,,,POINT (-74.174776 40.5489371)
42979697,40.5493198,-74.1747059,3,1,,,POINT (-74.1747059 40.5493198)
42979701,40.550327,-74.17502,3,0,,,POINT (-74.17502 40.550327)
42979705,40.550819,-74.1751649,3,0,,,POINT (-74.1751649 40.550819)
42979708,40.5517681,-74.1753394,4,0,,,POINT (-74.1753394 40.5517681)
42979711,40.5534711,-74.1756613,3,0,,,POINT (-74.1756613 40.5534711)
42979714,40.5539015,-74.1757557,3,0,,,POINT (-74.1757557 40.5539015)
42979717,40.5542798,-74.1758242,4,0,traffic_signals,,POINT (-74.1758242 40.5542798)
42979724,40.5559349,-74.1761209,4,0,traffic_signals,,POINT (-74.1761209 40.5559349)
42979726,40.557279,-74.17639,3,0,,,POINT (-74.17639 40.557279)
42979730,40.5589672,-74.1767434,4,0,,,POINT (-74.1767434 40.5589672)
42979735,40.5596306,-74.1768873,3,0,,,POINT (-74.1768873 40.5596306)
42979744,40.561063,-74.177174,3,0,,,POINT (-74.177174 40.561063)
42979749,40.561775,-74.177308,3,0,,,POINT (-74.177308 40.561775)
42979753,40.562463,-74.177425,3,1,,,POINT (-74.177425 40.562463)
42979756,40.5636398,-74.1775996,3,0,,,POINT (-74.1775996 40.5636398)
42979758,40.5637855,-74.1776235,3,1,traffic_signals,,POINT (-74.1776235 40.5637855)
42979769,40.55195,-74.150637,3,0,,,POINT (-74.150637 40.55195)
42979784,40.551233,-74.153412,3,0,,,POINT (-74.153412 40.551233)
42979795,40.628249,-74.160424,3,0,,,POINT (-74.160424 40.628249)
42979801,40.628213,-74.161357,1,0,,,POINT (-74.161357 40.628213)
42979808,40.5927999,-74.0872257,3,0,,,POINT (-74.0872257 40.5927999)
42979820,40.604002,-74.137722,3,0,,,POINT (-74.137722 40.604002)
42979822,40.604131,-74.13609,3,0,,,POINT (-74.13609 40.604131)
42979833,40.631728,-74.13823,3,0,traffic_signals,,POINT (-74.13823 40.631728)
42979861,40.559804,-74.128294,4,0,,,POINT (-74.128294 40.559804)
42979866,40.5584445,-74.1261632,3,0,,,POINT (-74.1261632 40.5584445)
42979870,40.557414,-74.124554,4,0,,,POINT (-74.124554 40.557414)
42979913,40.5628729,-74.1331208,3,1,,,POINT (-74.1331208 40.5628729)
42979924,40.6081658,-74.1141081,4,0,,,POINT (-74.1141081 40.6081658)
42979933,40.6080184,-74.1160656,3,0,,,POINT (-74.1160656 40.6080184)
42979946,40.5118903,-74.2511605,3,0,,,POINT (-74.2511605 40.5118903)
42979949,40.5106894,-74.2500006,3,0,,,POINT (-74.2500006 40.5106894)
42979963,40.5087238,-74.2480682,3,0,,,POINT (-74.2480682 40.5087238)
42980009,40.5242847,-74.212293,3,0,,,POINT (-74.212293 40.5242847)
42980011,40.5263256,-74.2126707,3,0,,,POINT (-74.2126707 40.5263256)
42980017,40.5288067,-74.2132983,3,0,,,POINT (-74.2132983 40.5288067)
42980028,40.6054069,-74.1155579,4,0,,,POINT (-74.1155579 40.6054069)
42980046,40.5807166,-74.0976698,4,0,,,POINT (-74.0976698 40.5807166)
42980054,40.580135,-74.098177,4,0,,,POINT (-74.098177 40.580135)
42980061,40.578758,-74.099798,3,0,,,POINT (-74.099798 40.578758)
42980068,40.578584,-74.099961,3,1,,,POINT (-74.099961 40.578584)
42980075,40.577984,-74.10052,3,0,,,POINT (-74.10052 40.577984)
42980080,40.5773073,-74.1011228,4,1,traffic_signals,,POINT (-74.1011228 40.5773073)
42980084,40.5765878,-74.1017141,3,0,,,POINT (-74.1017141 40.5765878)
42980088,40.5749603,-74.103208,4,1,,,POINT (-74.103208 40.5749603)
42980090,40.5743695,-74.1037628,3,0,,,POINT (-74.1037628 40.5743695)
42980093,40.5738448,-74.1042555,1,0,,,POINT (-74.1042555 40.5738448)
42980107,40.523675,-74.219834,3,0,,,POINT (-74.219834 40.523675)
42980111,40.523772,-74.2184716,3,0,,,POINT (-74.2184716 40.523772)
42980117,40.5239752,-74.2156505,4,0,traffic_signals,,POINT (-74.2156505 40.5239752)
42980126,40.608775,-74.065938,1,0,,,POINT (-74.065938 40.608775)
42980128,40.608991,-74.065426,4,0,,,POINT (-74.065426 40.608991)
42980178,40.6257756,-74.1394471,1,0,,,POINT (-74.1394471 40.6257756)
42980181,40.626088,-74.139854,4,0,,,POINT (-74.139854 40.626088)
42980188,40.626951,-74.142404,3,0,,,POINT (-74.142404 40.626951)
42980219,40.5714819,-74.1202973,3,0,,,POINT (-74.1202973 40.5714819)
42980230,40.5739727,-74.1163154,4,0,traffic_signals,,POINT (-74.1163154 40.5739727)
42980236,40.5731334,-74.1174785,4,0,,,POINT (-74.1174785 40.5731334)
42980250,40.585645,-74.095736,3,0,,,POINT (-74.095736 40.585645)
42980256,40.585091,-74.096431,4,0,,,POINT (-74.096431 40.585091)
42980261,40.584026,-74.097801,4,0,,,POINT (-74.097801 40.584026)
42980268,40.583768,-74.098146,1,0,,,POINT (-74.098146 40.583768)
42980284,40.565748,-74.134157,3,0,,,POINT (-74.134157 40.565748)
42980288,40.566746,-74.136043,4,0,,,POINT (-74.136043 40.566746)
42980297,40.5673122,-74.1372056,4,0,,,POINT (-74.1372056 40.5673122)
42980309,40.568327,-74.139337,4,0,,,POINT (-74.139337 40.568327)
42980319,40.569689,-74.142456,4,0,,,POINT (-74.142456 40.569689)
42980323,40.57033,-74.14402,3,0,,,POINT (-74.14402 40.57033)
42980342,40.6077261,-74.1220303,1,0,turning_circle,,POINT (-74.1220303 40.6077261)
42980351,40.606304,-74.121926,4,0,,,POINT (-74.121926 40.606304)
42980357,40.604486,-74.121782,4,0,,,POINT (-74.121782 40.604486)
42980365,40.602989,-74.121584,4,0,,,POINT (-74.121584 40.602989)
42980373,40.6017866,-74.121518,4,0,,,POINT (-74.121518 40.6017866)
42980389,40.6006833,-74.1214303,3,0,,,POINT (-74.1214303 40.6006833)
42980412,40.5646023,-74.1486417,3,0,,,POINT (-74.1486417 40.5646023)
42980414,40.564188,-74.149237,1,0,turning_circle,,POINT (-74.149237 40.564188)
42980434,40.6435036,-74.0761792,4,0,,,POINT (-74.0761792 40.6435036)
42980436,40.6431242,-74.0770356,3,0,,,POINT (-74.0770356 40.6431242)
42980441,40.6202871,-74.152987,3,0,,,POINT (-74.152987 40.6202871)
42980452,40.62851,-74.128663,3,0,,,POINT (-74.128663 40.62851)
42980454,40.627849,-74.12852,3,1,,,POINT (-74.12852 40.627849)
42980459,40.626673,-74.128262,4,0,traffic_signals,,POINT (-74.128262 40.626673)
42980463,40.624744,-74.127847,3,0,,,POINT (-74.127847 40.624744)
42980466,40.6463589,-74.0785971,3,0,,,POINT (-74.0785971 40.6463589)
42980476,40.6422922,-74.0764113,3,4,,,POINT (-74.0764113 40.6422922)
42980503,40.6406682,-74.1320818,3,0,,,POINT (-74.1320818 40.6406682)
42980507,40.6408426,-74.1324973,1,0,,,POINT (-74.1324973 40.6408426)
42980526,40.597633,-74.091839,1,0,turning_circle,,POINT (-74.091839 40.597633)
42980533,40.6271078,-74.1129066,4,0,,,POINT (-74.1129066 40.6271078)
42980536,40.6270034,-74.1137933,4,0,,,POINT (-74.1137933 40.6270034)
42980544,40.6268323,-74.1152457,3,0,,,POINT (-74.1152457 40.6268323)
42980562,40.627678,-74.106975,4,0,,,POINT (-74.106975 40.627678)
42980570,40.6274962,-74.108653,4,0,,,POINT (-74.108653 40.6274962)
42980573,40.627393,-74.109541,4,1,,,POINT (-74.109541 40.627393)
42980581,40.6328749,-74.1218181,3,0,,,POINT (-74.1218181 40.6328749)
42980587,40.6327995,-74.1214029,1,0,,,POINT (-74.1214029 40.6327995)
42980600,40.594881,-74.098069,3,0,,,POINT (-74.098069 40.594881)
42980605,40.5951873,-74.098395,1,0,,,POINT (-74.098395 40.5951873)
42980612,40.5117494,-74.251408,3,0,,,POINT (-74.251408 40.5117494)
42980625,40.5093098,-74.2427951,1,0,,,POINT (-74.2427951 40.5093098)
42980628,40.5091851,-74.2434372,4,2,,,POINT (-74.2434372 40.5091851)
42980631,40.508922,-74.244743,3,0,,,POINT (-74.244743 40.508922)
42980642,40.627318,-74.143117,3,0,,,POINT (-74.143117 40.627318)
42980655,40.6243569,-74.1059056,1,0,,,POINT (-74.1059056 40.6243569)
42980669,40.624104,-74.108039,4,0,,,POINT (-74.108039 40.624104)
42980671,40.623997,-74.108929,4,0,,,POINT (-74.108929 40.623997)
42980674,40.62391,-74.10971,4,0,,,POINT (-74.10971 40.62391)
42980683,40.525986,-74.218595,3,0,,,POINT (-74.218595 40.525986)
42980685,40.5259829,-74.2156392,3,0,,,POINT (-74.2156392 40.5259829)
42980691,40.6158615,-74.0697435,3,0,,,POINT (-74.0697435 40.6158615)
42980696,40.615465,-74.070656,3,0,,,POINT (-74.070656 40.615465)
42980705,40.6068796,-74.1157982,4,1,traffic_signals,,POINT (-74.1157982 40.6068796)
42980713,40.61431,-74.140412,3,0,,,POINT (-74.140412 40.61431)
42980714,40.614482,-74.14258,3,0,,,POINT (-74.14258 40.614482)
42980715,40.6169834,-74.1556079,1,0,,,POINT (-74.1556079 40.6169834)
42980719,40.531499,-74.192524,3,1,,,POINT (-74.192524 40.531499)
42980722,40.5301525,-74.1915436,4,0,,,POINT (-74.1915436 40.5301525)
42980725,40.5279156,-74.1899344,1,0,,,POINT (-74.1899344 40.5279156)
42980880,40.5555931,-74.2143728,3,0,,,POINT (-74.2143728 40.5555931)
42980905,40.6073791,-74.0580118,1,0,,,POINT (-74.0580118 40.6073791)
42980917,40.6405464,-74.1180217,3,2,traffic_signals,,POINT (-74.1180217 40.6405464)
42980929,40.638062,-74.117657,3,1,,,POINT (-74.117657 40.638062)
42980931,40.6369622,-74.1175498,4,0,traffic_signals,,POINT (-74.1175498 40.6369622)
42980934,40.6345688,-74.1172077,4,2,traffic_signals,,POINT (-74.1172077 40.6345688)
42980935,40.633817,-74.117045,3,0,,,POINT (-74.117045 40.633817)
42980937,40.6333644,-74.1169659,3,2,,,POINT (-74.1169659 40.6333644)
42980942,40.63171,-74.116666,4,0,,,POINT (-74.116666 40.63171)
42980944,40.630756,-74.116505,4,0,,,POINT (-74.116505 40.630756)
42980946,40.629835,-74.116346,4,0,,,POINT (-74.116346 40.629835)
42980947,40.6289354,-74.1161965,4,5,traffic_signals,,POINT (-74.1161965 40.6289354)
42980948,40.6287257,-74.1161553,3,0,,,POINT (-74.1161553 40.6287257)
42980952,40.62823,-74.115952,3,0,,,POINT (-74.115952 40.62823)
42980955,40.627549,-74.11561,3,0,,,POINT (-74.11561 40.627549)
42980957,40.627221,-74.115448,3,0,,,POINT (-74.115448 40.627221)
42980963,40.6258242,-74.1147222,3,0,,,POINT (-74.1147222 40.6258242)
42980967,40.62433,-74.113934,3,0,,,POINT (-74.113934 40.62433)
42980968,40.623698,-74.113585,3,0,,,POINT (-74.113585 40.623698)
42980978,40.6254402,-74.1513587,3,0,traffic_signals,,POINT (-74.1513587 40.6254402)
42980980,40.624587,-74.151687,3,0,,,POINT (-74.151687 40.624587)
42980982,40.624042,-74.151908,4,0,,,POINT (-74.151908 40.624042)
42980988,40.623424,-74.152157,1,0,,,POINT (-74.152157 40.623424)
42980996,40.548729,-74.194097,3,0,,,POINT (-74.194097 40.548729)
42981015,40.51036,-74.236272,3,0,,,POINT (-74.236272 40.51036)
42981035,40.6272134,-74.1468097,3,0,,,POINT (-74.1468097 40.6272134)
42981037,40.6265381,-74.1470305,4,0,,,POINT (-74.1470305 40.6265381)
42981040,40.6256358,-74.1473396,3,0,,,POINT (-74.1473396 40.6256358)
42981080,40.5376356,-74.2135804,3,0,,,POINT (-74.2135804 40.5376356)
42981149,40.5358184,-74.2131099,3,0,,,POINT (-74.2131099 40.5358184)
42981161,40.5362957,-74.211787,3,0,,,POINT (-74.211787 40.5362957)
42981164,40.5362598,-74.2123373,3,0,,,POINT (-74.2123373 40.5362598)
42981182,40.614974,-74.136439,3,0,,,POINT (-74.136439 40.614974)
42981188,40.628838,-74.126173,3,0,,,POINT (-74.126173 40.628838)
42981195,40.627397,-74.136968,1,0,,,POINT (-74.136968 40.627397)
42981210,40.6398006,-74.1647338,3,0,,,POINT (-74.1647338 40.6398006)
42981220,40.637202,-74.165034,3,0,,,POINT (-74.165034 40.637202)
42981228,40.636584,-74.16506,3,0,,,POINT (-74.16506 40.636584)
42981239,40.635835,-74.165088,4,0,,,POINT (-74.165088 40.635835)
42981246,40.635323,-74.165109,3,0,,,POINT (-74.165109 40.635323)
42981249,40.633759,-74.165174,1,0,,,POINT (-74.165174 40.633759)
42981266,40.632149,-74.165244,4,0,,,POINT (-74.165244 40.632149)
42981281,40.629038,-74.165375,4,0,stop,,POINT (-74.165375 40.629038)
42981287,40.6271569,-74.1654738,3,0,traffic_signals,,POINT (-74.1654738 40.6271569)
42981294,40.5892328,-74.1057764,3,0,,,POINT (-74.1057764 40.5892328)
42981304,40.576286,-74.126657,3,0,,,POINT (-74.126657 40.576286)
42981305,40.576995,-74.126454,3,0,,,POINT (-74.126454 40.576995)
42981307,40.577894,-74.126205,1,0,,,POINT (-74.126205 40.577894)
42981311,40.537113,-74.180668,3,0,,,POINT (-74.180668 40.537113)
42981322,40.53591,-74.183615,3,0,,,POINT (-74.183615 40.53591)
42981330,40.599709,-74.082606,4,1,,,POINT (-74.082606 40.599709)
42981332,40.5990704,-74.0843309,4,0,,,POINT (-74.0843309 40.5990704)
42981344,40.6277674,-74.0752809,1,0,,,POINT (-74.0752809 40.6277674)
42981352,40.627872,-74.118133,3,0,,,POINT (-74.118133 40.627872)
42981357,40.506873,-74.235121,3,0,,,POINT (-74.235121 40.506873)
42981379,40.594137,-74.100211,3,0,,,POINT (-74.100211 40.594137)
42981390,40.5945685,-74.099357,3,0,,,POINT (-74.099357 40.5945685)
42981393,40.5947095,-74.0991244,1,0,,,POINT (-74.0991244 40.5947095)
42981404,40.594048,-74.099492,3,0,,,POINT (-74.099492 40.594048)
42981418,40.5942954,-74.0990856,3,0,,,POINT (-74.0990856 40.5942954)
42981427,40.610081,-74.060481,3,1,,,POINT (-74.060481 40.610081)
42981431,40.610501,-74.059502,1,0,,,POINT (-74.059502 40.610501)
42981435,40.640334,-74.0870817,3,1,,,POINT (-74.0870817 40.640334)
42981440,40.6339529,-74.0763137,3,0,,,POINT (-74.0763137 40.6339529)
42981455,40.6341528,-74.0768696,3,0,,,POINT (-74.0768696 40.6341528)
42981477,40.6346864,-74.0763511,3,0,,,POINT (-74.0763511 40.6346864)
42981483,40.6342471,-74.0772151,1,0,,,POINT (-74.0772151 40.6342471)
42981489,40.572481,-74.130192,3,0,,,POINT (-74.130192 40.572481)
42981491,40.5721682,-74.1303023,3,0,,,POINT (-74.1303023 40.5721682)
42981496,40.5688188,-74.1309745,3,1,,,POINT (-74.1309745 40.5688188)
42981498,40.5680939,-74.130982,3,0,,,POINT (-74.130982 40.5680939)
42981501,40.5673753,-74.1309709,3,0,,,POINT (-74.1309709 40.5673753)
42981504,40.5666396,-74.130912,3,0,,,POINT (-74.130912 40.5666396)
